Incident Number,Incident Type,Mental Health Flag,Priority Level,Response Datetime,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Final Problem Description,Final Problem Category,Number of Units Arrived,Unit Time on Scene,Call Disposition Description,Report Written Flag,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count,Geo ID,Census Block Group,Council District
240050573,Dispatched Incident,Not Mental Health Incident,Priority 1,1/5/2024 12:04,Fri,12.0,1/5/2024 12:14,1/5/2024 12:25,Henry,Alarm Burglar,Alarms,Alarm Glass Break,Alarms,3.0,1485.0,False Alarm,No,568.0,0.0,0.0,0.0,484530000000.0,4530014011.0,9.0
241990887,Dispatched Incident,Not Mental Health Incident,Priority 2,7/17/2024 15:43,Wed,15.0,7/17/2024 15:49,7/17/2024 16:08,Henry,Alarm Burglar,Alarms,Alarm Burglar,Alarms,2.0,1585.0,No Report,No,365.0,0.0,0.0,0.0,484530000000.0,4530014011.0,9.0
242260161,Dispatched Incident,Mental Health Incident,Priority 2,8/13/2024 3:38,Tue,3.0,8/13/2024 6:22,8/13/2024 7:28,David,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,7913.0,No Report,No,10025.0,0.0,0.0,0.0,484530000000.0,4530013103.0,5.0
223230057,Dispatched Incident,Not Mental Health Incident,Priority 1,11/19/2022 0:44,Sat,0.0,11/19/2022 0:53,11/19/2022 1:10,David,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,5.0,2431.0,Unable To Locate,No,590.0,0.0,0.0,0.0,484530000000.0,4530019201.0,8.0
211820273,Dispatched Incident,Not Mental Health Incident,Priority 1,7/1/2021 5:41,Thu,5.0,7/1/2021 5:49,7/1/2021 7:19,Frank,Sex Crime Urgent,Sex Crimes,Assault By Contact-Sexual Nat,Simple Assault,2.0,9035.0,Report Written,Yes,605.0,0.0,0.0,0.0,484530000000.0,4530024072.0,5.0
212831211,Dispatched Incident,Not Mental Health Incident,Priority 2,10/10/2021 17:48,Sun,17.0,10/10/2021 17:48,10/10/2021 18:02,Adam,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,622.0,Unable To Locate,No,97.0,0.0,0.0,0.0,484530000000.0,4530308002.0,10.0
222870473,Dispatched Incident,Not Mental Health Incident,Priority 1,10/14/2022 8:51,Fri,8.0,10/14/2022 8:57,10/14/2022 9:53,Edward,Alarm Robbery,Alarms,Alarm Robbery,Alarms,2.0,5153.0,False Alarm,No,391.0,0.0,0.0,0.0,484530000000.0,4530439003.0,7.0
231200357,Dispatched Incident,Not Mental Health Incident,Priority 1,4/30/2023 5:12,Sun,5.0,4/30/2023 5:19,4/30/2023 6:39,Charlie,Nature Unknown Urgent,Other,Assault With Injury,Simple Assault,3.0,10352.0,Report Written,Yes,455.0,0.0,0.0,0.0,484530000000.0,4530021113.0,3.0
222280759,Dispatched Incident,Not Mental Health Incident,Priority 3,8/16/2022 14:54,Tue,14.0,8/16/2022 14:59,8/16/2022 15:37,Charlie,Crash Service,Crashes,Crash Cr3,Crashes,2.0,4053.0,No Report,No,409.0,0.0,0.0,0.0,484530000000.0,4530008032.0,1.0
222811624,Dispatched Incident,Not Mental Health Incident,Priority 3,10/8/2022 23:50,Sat,23.0,10/8/2022 23:53,10/8/2022 23:58,Ida,On Site Incident,Other,Criminal Trespass Notice,Trespassing,1.0,284.0,Report Written,Yes,169.0,0.0,0.0,0.0,484530000000.0,4530402001.0,4.0
220481262,Dispatched Incident,Not Mental Health Incident,Priority 2,2/17/2022 19:39,Thu,19.0,2/17/2022 19:44,2/17/2022 20:44,Frank,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,7073.0,No Report,No,337.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
212411017,Dispatched Incident,Mental Health Incident,Priority 1,8/29/2021 15:41,Sun,15.0,8/29/2021 17:08,8/29/2021 18:46,Edward,Trespass Urgent,Trespassing,Criminal Trespass Notice,Trespassing,2.0,11585.0,Report Written,Yes,1039.0,0.0,0.0,0.0,484530000000.0,4530431001.0,4.0
231360923,Dispatched Incident,Not Mental Health Incident,Priority 1,5/16/2023 17:53,Tue,17.0,5/16/2023 17:56,5/16/2023 18:09,Edward,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,2.0,1292.0,No Report,No,485.0,0.0,0.0,0.0,484530000000.0,4530410003.0,4.0
222180922,Dispatched Incident,Not Mental Health Incident,Priority 3,8/6/2022 14:37,Sat,14.0,8/6/2022 16:01,8/6/2022 17:16,Charlie,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,4530.0,Report Written,Yes,5073.0,0.0,0.0,0.0,484530000000.0,4530010005.0,3.0
220060240,Dispatched Incident,Not Mental Health Incident,Priority 2,1/6/2022 7:19,Thu,7.0,1/6/2022 7:24,1/6/2022 7:42,Baker,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,171.0,False Alarm,No,324.0,0.0,0.0,0.0,484530000000.0,4530016034.0,9.0
230190927,Dispatched Incident,Not Mental Health Incident,Priority 1,1/19/2023 16:12,Thu,16.0,1/19/2023 16:22,1/19/2023 23:55,Charlie,Traffic Hazard,Traffic Stop/Hazard,Dwi,DUI/DWI,3.0,36200.0,Report Written,Yes,588.0,0.0,0.0,0.0,484530000000.0,4530009023.0,3.0
221400897,Dispatched Incident,Not Mental Health Incident,Priority 2,5/20/2022 14:48,Fri,14.0,5/20/2022 15:04,5/20/2022 15:07,Baker,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,142.0,No Report,No,1063.0,0.0,0.0,0.0,484530000000.0,4530005004.0,9.0
233500697,Dispatched Incident,Not Mental Health Incident,Priority 2,12/16/2023 13:20,Sat,13.0,12/16/2023 14:05,12/16/2023 14:49,Adam,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,2.0,3823.0,No Report,No,2805.0,0.0,0.0,0.0,484530000000.0,4530025002.0,10.0
233481184,Dispatched Incident,Not Mental Health Incident,Priority 0,12/14/2023 19:21,Thu,19.0,12/14/2023 19:32,12/15/2023 0:57,Frank,Crash Hs,Crashes,Crash Cr3,Crashes,4.0,33081.0,Report Written,Yes,742.0,0.0,0.0,0.0,484530000000.0,4530024431.0,0.0
233560359,Dispatched Incident,Not Mental Health Incident,Priority 2,12/22/2023 8:35,Fri,8.0,12/22/2023 8:43,12/22/2023 9:43,Edward,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,5847.0,No Report,No,472.0,0.0,0.0,0.0,484530000000.0,4530410002.0,4.0
212390869,Dispatched Incident,Not Mental Health Incident,Priority 2,8/27/2021 13:48,Fri,13.0,8/27/2021 13:55,8/27/2021 15:21,Baker,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,8430.0,Unable To Locate,No,434.0,0.0,0.0,0.0,484530000000.0,4530005001.0,9.0
221890192,Dispatched Incident,Not Mental Health Incident,Priority 1,7/8/2022 3:47,Fri,3.0,7/8/2022 3:52,7/8/2022 5:53,Ida,Burglary Urgent,Burglary,Burglary/Non-Residence,Burglary,3.0,10553.0,No Report,No,324.0,0.0,0.0,0.0,484530000000.0,4530015043.0,7.0
240940325,Dispatched Incident,Mental Health Incident,Priority 2,4/3/2024 7:18,Wed,7.0,4/3/2024 7:51,4/3/2024 8:55,Edward,Shots Fired,Shoot/Stab,Edp Intervention W/Contact,Welfare Check,1.0,3841.0,Report Written MH,No,2110.0,0.0,0.0,0.0,484530000000.0,4530416002.0,1.0
232140967,Dispatched Incident,Not Mental Health Incident,Priority 0,8/2/2023 16:25,Wed,16.0,8/2/2023 16:50,8/2/2023 17:06,Adam,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,1.0,913.0,No Report,No,1569.0,0.0,0.0,0.0,484530000000.0,4530324001.0,7.0
233241050,Dispatched Incident,Not Mental Health Incident,Priority 2,11/20/2023 16:55,Mon,16.0,11/20/2023 17:07,11/20/2023 18:21,David,Crash Urgent,Crashes,Crash Cr3,Crashes,2.0,5871.0,Report Written,Yes,764.0,0.0,0.0,0.0,484530000000.0,4530303001.0,5.0
241510995,Dispatched Incident,Mental Health Incident,Priority 3,5/30/2024 16:17,Thu,16.0,5/30/2024 22:22,5/30/2024 22:58,Frank,Check Welfare Service,Welfare Check,Edp No Contact,Welfare Check,3.0,5110.0,No Report,Yes,21998.0,0.0,0.0,0.0,484530000000.0,4530317002.0,5.0
240080060,Dispatched Incident,Not Mental Health Incident,Priority 2,1/8/2024 1:08,Mon,1.0,1/8/2024 1:24,1/8/2024 2:12,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,2.0,3538.0,No Report,No,1132.0,0.0,0.0,0.0,484530000000.0,4530023101.0,2.0
230810148,Dispatched Incident,Not Mental Health Incident,Priority 2,3/22/2023 4:13,Wed,4.0,3/22/2023 4:16,3/22/2023 5:39,David,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,3.0,10387.0,No Report,No,275.0,0.0,0.0,0.0,484530000000.0,4530013071.0,3.0
223070162,Dispatched Incident,Not Mental Health Incident,Priority 1,11/3/2022 4:06,Thu,4.0,11/3/2022 4:14,11/3/2022 4:39,Airport,Pin Duress,Assistance,Pin Duress,Assistance,2.0,2999.0,10/8 From Traffic,No,471.0,0.0,0.0,0.0,484540000000.0,4539800001.0,2.0
240360361,Dispatched Incident,Not Mental Health Incident,Priority 3,2/5/2024 8:03,Mon,8.0,2/5/2024 18:11,2/5/2024 18:26,Adam,Theft,Theft,Service,Other,2.0,1630.0,No Report,No,36797.0,0.0,0.0,0.0,484530000000.0,4530451001.0,7.0
233600955,Dispatched Incident,Not Mental Health Incident,Priority 2,12/26/2023 19:39,Tue,19.0,12/26/2023 19:56,12/26/2023 19:56,Charlie,Assist Non Emergency,Assistance,Assist Non Emergency,Assistance,1.0,37.0,No Report,No,1160.0,0.0,0.0,0.0,484530000000.0,4530022201.0,1.0
222351054,Dispatched Incident,Not Mental Health Incident,Priority 2,8/23/2022 17:45,Tue,17.0,8/23/2022 18:08,8/23/2022 18:48,David,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,2367.0,Unable To Locate,No,1426.0,0.0,0.0,0.0,484530000000.0,4530024101.0,2.0
232920356,Dispatched Incident,Mental Health Incident,Priority 2,10/19/2023 8:03,Thu,8.0,10/19/2023 8:08,10/19/2023 8:36,Frank,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,2568.0,No Report,No,342.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
241400625,Dispatched Incident,Not Mental Health Incident,Priority 2,5/19/2024 10:20,Sun,10.0,5/19/2024 10:45,5/19/2024 10:53,Baker,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,456.0,False Alarm,No,1565.0,0.0,0.0,0.0,484530000000.0,4530301003.0,10.0
240660598,Dispatched Incident,Not Mental Health Incident,Priority 3,3/6/2024 11:44,Wed,11.0,3/6/2024 13:26,3/6/2024 14:07,David,Crash Service,Crashes,Crash Service,Crashes,2.0,4250.0,Unable To Locate,No,6158.0,0.0,0.0,0.0,484530000000.0,4530023222.0,3.0
223270809,Dispatched Incident,Not Mental Health Incident,Priority 0,11/23/2022 16:02,Wed,16.0,11/23/2022 16:09,11/23/2022 17:38,Edward,Traffic Hazard Hs,Traffic Stop/Hazard,Assist Motorist/Public,Assistance,2.0,6872.0,No Report,No,465.0,0.0,0.0,0.0,484530000000.0,4530432002.0,4.0
232391375,Dispatched Incident,Mental Health Incident,Priority 1,8/27/2023 22:41,Sun,22.0,8/27/2023 22:51,8/27/2023 23:33,Edward,Check Welfare Service,Welfare Check,Edp No Contact,Welfare Check,2.0,4908.0,Report Written,Yes,579.0,0.0,0.0,0.0,484530000000.0,4530401002.0,4.0
221850971,Dispatched Incident,Not Mental Health Incident,Priority 1,7/4/2022 17:26,Mon,17.0,7/4/2022 17:36,7/4/2022 17:37,Airport,Airport Assist,Assistance,Airport Assist,Assistance,1.0,50.0,No Report,No,602.0,0.0,0.0,0.0,484540000000.0,4539800001.0,2.0
221120900,Dispatched Incident,Not Mental Health Incident,Priority 2,4/22/2022 14:57,Fri,14.0,4/22/2022 16:00,4/22/2022 18:40,David,Sex Crime Service,Sex Crimes,Sex Crime Service,Sex Crimes,1.0,9570.0,Report Written,Yes,3874.0,0.0,0.0,0.0,484530000000.0,4530013041.0,5.0
212431348,Dispatched Incident,Not Mental Health Incident,Priority 2,8/31/2021 19:58,Tue,19.0,8/31/2021 20:16,8/31/2021 21:43,Frank,Disturbance Vehicle Urgent,Disturbance,Crash Urgent,Crashes,3.0,11000.0,Report Written,Yes,1118.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
212210891,Dispatched Incident,Not Mental Health Incident,Priority 1,8/9/2021 14:29,Mon,14.0,8/9/2021 14:31,8/9/2021 15:12,Charlie,Gun Urgent,Shoot/Stab,Gun Urgent,Shoot/Stab,3.0,6753.0,Report Written,Yes,187.0,0.0,0.0,0.0,484530000000.0,4530008023.0,1.0
240300093,Dispatched Incident,Not Mental Health Incident,Priority 2,1/30/2024 1:57,Tue,1.0,1/30/2024 2:08,1/30/2024 2:30,Edward,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,1294.0,False Alarm,No,705.0,0.0,0.0,0.0,484530000000.0,4530403004.0,4.0
223420525,Dispatched Incident,Not Mental Health Incident,Priority 2,12/8/2022 10:27,Thu,10.0,12/8/2022 10:48,12/8/2022 12:11,David,Disturbance Other,Disturbance,Viol Of Emerg Protective Ord,Viol PO/Bond,4.0,11499.0,Report Written,Yes,1329.0,0.0,0.0,0.0,484530000000.0,4530024031.0,3.0
223000884,Dispatched Incident,Not Mental Health Incident,Priority 2,10/27/2022 14:59,Thu,14.0,10/27/2022 15:30,10/27/2022 15:47,George,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,1870.0,No Report,No,1927.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
213610357,Dispatched Incident,Not Mental Health Incident,Priority 2,12/27/2021 8:40,Mon,8.0,12/27/2021 8:45,12/27/2021 8:45,Edward,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,2.0,No Report,No,352.0,0.0,0.0,0.0,484530000000.0,4530409002.0,4.0
222200139,Dispatched Incident,Not Mental Health Incident,Priority 2,8/8/2022 3:00,Mon,3.0,8/8/2022 3:04,8/8/2022 3:39,Baker,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,4088.0,False Alarm,No,313.0,0.0,0.0,0.0,484530000000.0,4530003021.0,9.0
230530246,Dispatched Incident,Not Mental Health Incident,Priority 2,2/22/2023 5:57,Wed,5.0,2/22/2023 6:21,2/22/2023 7:05,Henry,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,5021.0,False Alarm,No,1514.0,0.0,0.0,0.0,484530000000.0,4530023231.0,9.0
221880535,Dispatched Incident,Not Mental Health Incident,Priority 3,7/7/2022 11:39,Thu,11.0,7/7/2022 12:21,7/7/2022 12:30,Edward,Crash Service,Crashes,Crash Service,Crashes,1.0,546.0,No Report,No,2593.0,0.0,0.0,0.0,484530000000.0,4530440002.0,7.0
241791006,Dispatched Incident,Not Mental Health Incident,Priority 2,6/27/2024 15:54,Thu,15.0,6/27/2024 16:03,6/27/2024 17:21,Adam,Trespass Urgent,Trespassing,Criminal Trespass Notice,Trespassing,2.0,3155.0,Report Written,Yes,618.0,0.0,0.0,0.0,484910000000.0,4910204032.0,6.0
240081017,Dispatched Incident,Not Mental Health Incident,Priority 2,1/8/2024 17:43,Mon,17.0,1/8/2024 17:56,1/8/2024 17:58,Baker,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,87.0,Unable To Locate,No,802.0,0.0,0.0,0.0,484530000000.0,4530003024.0,9.0
241170780,Dispatched Incident,Not Mental Health Incident,Priority 2,4/26/2024 12:22,Fri,12.0,4/26/2024 12:46,4/26/2024 14:39,George,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,6806.0,No Report,No,1515.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
231481002,Dispatched Incident,Not Mental Health Incident,Priority 2,5/28/2023 16:22,Sun,16.0,5/28/2023 16:27,5/28/2023 16:34,Adam,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,380.0,No Report,No,465.0,0.0,0.0,0.0,484530000000.0,4530452001.0,7.0
240430611,Dispatched Incident,Not Mental Health Incident,Priority 2,2/12/2024 10:50,Mon,10.0,2/12/2024 11:06,2/12/2024 11:38,Adam,Animal Urgent,Animal Related,Animal Urgent,Animal Related,1.0,1941.0,No Report,No,1017.0,0.0,0.0,0.0,484530000000.0,4530326002.0,10.0
240010446,Dispatched Incident,Not Mental Health Incident,Priority 2,1/1/2024 4:10,Mon,4.0,1/1/2024 4:14,1/1/2024 4:14,George,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,3.0,No Report,No,247.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
220280011,Dispatched Incident,Not Mental Health Incident,Priority 0,1/28/2022 0:13,Fri,0.0,1/28/2022 0:20,1/28/2022 3:31,Charlie,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,2.0,22095.0,10/8 From Traffic,No,509.0,0.0,0.0,0.0,484530000000.0,4530010001.0,3.0
241420958,Dispatched Incident,Not Mental Health Incident,Priority 2,5/21/2024 16:47,Tue,16.0,5/21/2024 17:13,5/21/2024 17:14,Ida,Suspicious Vehicle,Suspicious Things,Suspicious Vehicle,Suspicious Things,1.0,75.0,Unable To Locate,No,1610.0,0.0,0.0,0.0,484530000000.0,4530021054.0,4.0
221870587,Dispatched Incident,Not Mental Health Incident,Priority 2,7/6/2022 11:26,Wed,11.0,7/6/2022 11:42,7/6/2022 11:45,Edward,Gun Other,Shoot/Stab,Gun Other,Shoot/Stab,1.0,179.0,No Report,No,1057.0,0.0,0.0,0.0,484530000000.0,4530439001.0,7.0
242101043,Dispatched Incident,Mental Health Incident,Priority 1,7/28/2024 16:31,Sun,16.0,7/28/2024 18:37,7/28/2024 22:39,David,Disturbance Other,Disturbance,Assault W/Injury-Fam/Date Vio,Simple Assault,5.0,33966.0,Report Written,Yes,852.0,0.0,0.0,0.0,484530000000.0,4530334002.0,8.0
231520651,Dispatched Incident,Not Mental Health Incident,Priority 2,6/1/2023 11:32,Thu,11.0,6/1/2023 11:40,6/1/2023 11:46,Baker,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,352.0,Unable To Locate,No,563.0,0.0,0.0,0.0,484530000000.0,4530307001.0,10.0
212370582,Dispatched Incident,Not Mental Health Incident,Priority 2,8/25/2021 11:42,Wed,11.0,8/25/2021 11:59,8/25/2021 14:11,Baker,Sex Crime Service,Sex Crimes,Assault By Contact-Sexual Nat,Simple Assault,2.0,13212.0,Report Written,Yes,1034.0,0.0,0.0,0.0,484530000000.0,4530302001.0,10.0
232050553,Dispatched Incident,Not Mental Health Incident,Priority 3,7/24/2023 10:33,Mon,10.0,7/24/2023 16:16,7/24/2023 18:57,David,Disturbance Service,Disturbance,Disturbance Service,Disturbance,1.0,9651.0,No Report,No,20672.0,0.0,0.0,0.0,484530000000.0,4530310003.0,5.0
242670284,Dispatched Incident,Not Mental Health Incident,Priority 2,9/23/2024 6:17,Mon,6.0,9/23/2024 6:30,9/23/2024 6:40,Henry,Alarm Burglar,Alarms,Alarm Burglar,Alarms,2.0,750.0,False Alarm,No,828.0,0.0,0.0,0.0,484530000000.0,4530023213.0,3.0
213620725,Dispatched Incident,Mental Health Incident,Priority 3,12/28/2021 14:22,Tue,14.0,12/28/2021 14:29,12/28/2021 14:37,Charlie,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,485.0,No Report,No,536.0,0.0,0.0,0.0,484530000000.0,4530009022.0,3.0
240570857,Dispatched Incident,Not Mental Health Incident,Priority 2,2/26/2024 13:58,Mon,13.0,2/26/2024 14:01,2/26/2024 14:20,Charlie,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,1084.0,No Report,No,269.0,0.0,0.0,0.0,484530000000.0,4530021111.0,0.0
213400696,Dispatched Incident,Not Mental Health Incident,Priority 2,12/6/2021 13:07,Mon,13.0,12/6/2021 13:39,12/6/2021 14:37,Adam,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,3466.0,Non-Police Matter,No,2022.0,0.0,0.0,0.0,484530000000.0,4530327001.0,10.0
213160076,Dispatched Incident,Not Mental Health Incident,Priority 3,11/12/2021 1:09,Fri,1.0,11/12/2021 1:22,11/12/2021 2:48,Ida,Check Welfare Urgent,Welfare Check,Check Welfare Service,Welfare Check,2.0,10358.0,No Report,No,851.0,0.0,0.0,0.0,484530000000.0,4530015031.0,4.0
222221296,Dispatched Incident,Not Mental Health Incident,Priority 2,8/10/2022 20:27,Wed,20.0,8/10/2022 20:47,8/10/2022 20:53,David,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,352.0,Unable To Locate,No,1238.0,0.0,0.0,0.0,484530000000.0,4530013111.0,9.0
240471053,Dispatched Incident,Not Mental Health Incident,Priority 2,2/16/2024 17:00,Fri,17.0,2/16/2024 17:13,2/16/2024 17:52,Edward,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,2366.0,False Alarm,No,815.0,0.0,0.0,0.0,484530000000.0,4530401001.0,4.0
230240872,Dispatched Incident,Not Mental Health Incident,Priority 2,1/24/2023 16:52,Tue,16.0,1/24/2023 18:11,1/24/2023 19:17,Henry,Animal Urgent,Animal Related,Animal Urgent,Animal Related,1.0,3924.0,No Report,No,4795.0,0.0,0.0,0.0,484530000000.0,4530023131.0,3.0
212800093,Dispatched Incident,Mental Health Incident,Priority 0,10/7/2021 1:42,Thu,1.0,10/7/2021 1:46,10/7/2021 2:15,Henry,Disturbance Other,Disturbance,Family Disturbance,Disturbance,4.0,5706.0,Report Written,No,301.0,0.0,0.0,0.0,484530000000.0,4530023142.0,3.0
221251312,Dispatched Incident,Not Mental Health Incident,Priority 2,5/5/2022 19:06,Thu,19.0,5/5/2022 19:15,5/5/2022 19:50,Frank,Disturbance Hs,Disturbance,Family Disturbance,Disturbance,2.0,3762.0,Report Written,Yes,579.0,0.0,0.0,0.0,484530000000.0,4530024453.0,2.0
231820353,Dispatched Incident,Not Mental Health Incident,Priority 2,7/1/2023 4:07,Sat,4.0,7/1/2023 5:32,7/1/2023 6:25,Edward,Alarm Burglar,Alarms,Burglary/Non-Residence,Burglary,1.0,3184.0,Report Written,Yes,5087.0,0.0,0.0,0.0,484530000000.0,4530408003.0,4.0
212100834,Dispatched Incident,Not Mental Health Incident,Priority 3,7/29/2021 12:58,Thu,12.0,7/29/2021 13:41,7/29/2021 14:51,Adam,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,3.0,8555.0,No Report,No,2627.0,0.0,0.0,0.0,484530000000.0,4530341002.0,6.0
232231662,Dispatched Incident,Mental Health Incident,Priority 0,8/11/2023 23:14,Fri,23.0,8/11/2023 23:17,8/11/2023 23:44,Baker,Pedestrian On Hsr,Traffic Stop/Hazard,Pedestrian On Hsr,Traffic Stop/Hazard,4.0,4026.0,No Report,No,243.0,0.0,0.0,0.0,484530000000.0,4530016052.0,9.0
212580472,Dispatched Incident,Not Mental Health Incident,Priority 2,9/15/2021 9:42,Wed,9.0,9/15/2021 9:48,9/15/2021 10:00,Edward,Crash Urgent,Crashes,Crash Urgent,Crashes,1.0,731.0,No Report,No,401.0,0.0,0.0,0.0,484530000000.0,4530439003.0,7.0
223411073,Dispatched Incident,Not Mental Health Incident,Priority 2,12/7/2022 17:37,Wed,17.0,12/7/2022 18:22,12/7/2022 19:02,Henry,Gun Other,Shoot/Stab,Gun Other,Shoot/Stab,3.0,3162.0,No Report,No,2771.0,0.0,0.0,0.0,484530000000.0,4530023252.0,3.0
221450006,Dispatched Incident,Not Mental Health Incident,Priority 2,5/25/2022 0:03,Wed,0.0,5/25/2022 0:27,5/25/2022 0:34,Adam,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,2.0,720.0,No Report,No,1561.0,0.0,0.0,0.0,484530000000.0,4530350001.0,0.0
240191530,Dispatched Incident,Not Mental Health Incident,Priority 3,1/19/2024 23:32,Fri,23.0,1/19/2024 23:32,1/19/2024 23:32,Baker,Doc / C.o. Violation,Disorderly Conduct,Doc / C.o. Violation,Disorderly Conduct,1.0,9.0,No Report,No,47.0,0.0,0.0,0.0,484530000000.0,4530006071.0,9.0
221001220,Dispatched Incident,Not Mental Health Incident,Priority 0,4/10/2022 18:56,Sun,18.0,4/10/2022 19:00,4/10/2022 19:04,Edward,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,3.0,548.0,Unable To Locate,No,258.0,0.0,0.0,0.0,484530000000.0,4530410001.0,4.0
230310113,Dispatched Incident,Not Mental Health Incident,Priority 2,1/31/2023 2:23,Tue,2.0,1/31/2023 2:34,1/31/2023 2:38,Edward,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,534.0,False Alarm,No,837.0,0.0,0.0,0.0,484530000000.0,4530401001.0,4.0
220861602,Dispatched Incident,Not Mental Health Incident,Priority 2,3/27/2022 22:04,Sun,22.0,3/27/2022 22:19,3/27/2022 22:28,Henry,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,498.0,No Report,No,936.0,0.0,0.0,0.0,484530000000.0,4530023072.0,3.0
233270947,Dispatched Incident,Mental Health Incident,Priority 2,11/23/2023 20:45,Thu,20.0,11/23/2023 20:53,11/23/2023 21:04,George,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,1.0,656.0,No Report,No,535.0,0.0,0.0,0.0,484530000000.0,4530011031.0,9.0
